bank_index,base_mse,krr_mse,base_mse_ratio,sampling_mode,profile,tau_actual,log10_lambda1,lambda1,gamma,n_ctx_actual,n_tgt_actual
175,0.03428738376159435,0.03334092095067605,1.0283874225405616,train_distribution,minimal_step,7.250848770141602,-0.7514505386352539,0.17723498847992966,12,87,8
176,0.051186280597990574,0.036390001515121104,1.406602870756166,train_distribution,minimal_smooth,11.629270553588867,1.236293077468872,17.230309457226877,4,47,8
177,0.0267693867723372,0.007564736814369472,3.538706954283968,train_distribution,minimal_smooth,12.491044998168945,0.009270429611206055,1.021575407617737,12,150,8
178,0.1262502267136002,0.0246116918464589,5.129685009109397,train_distribution,minimal_step,5.412078380584717,1.5656452178955078,36.782836600170846,4,22,8
179,0.023682601146946425,0.030179635910247173,0.7847212344568163,train_distribution,minimal_smooth,12.883441925048828,1.0939006805419922,12.413683847260328,8,103,8
180,0.19199535031368828,0.19555483671001614,0.9817980140189212,train_distribution,minimal_smooth,4.14193868637085,-1.6271159648895264,0.02359848024724583,12,50,8
181,0.13612444126940235,0.14460607019964217,0.941346660492674,train_distribution,minimal_step,3.123399496078491,-1.0762012004852295,0.08390711705301282,4,12,8
182,0.060210956196887974,0.0828578705943569,0.726677571665578,train_distribution,minimal_step,2.6437430381774902,-1.5130584239959717,0.030686091522264855,8,21,8
183,0.0972618965004036,0.07638493273575896,1.27331258949805,train_distribution,minimal_step,4.714327812194824,-0.5606157779693604,0.2750326301538797,12,57,8
184,0.28116446198527856,0.1447055881945057,1.9430103943695107,train_distribution,minimal_smooth,12.370285034179688,0.02366161346435547,1.0559943959867002,4,49,8
185,0.30387237469487305,0.019816243047179077,15.33450987512643,train_distribution,minimal_step,13.473682403564453,0.7055883407592773,5.076779963818413,8,108,8
186,0.5115425351641775,0.4470094349520346,1.1443663045256918,train_distribution,minimal_smooth,7.6707611083984375,-1.4681296348571777,0.03403065946233905,4,31,8
187,0.033278812961280976,0.036672713613929944,0.9074543354392021,train_distribution,minimal_step,1.4744822978973389,-1.028036117553711,0.09374840390042773,12,18,8
